RIN,PRIMARY_KEY,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_ID,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE,LOCATION_DISTRICT,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE
150999,20141450312,5/25/2014,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,187114773: 20141450312,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,5,3115155,10070604,,300 E 6TH ST,Austin,TX,30.267346,-97.740288
143828,2014461693,2/15/2014,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,5020888: 2014461693,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,1,3097265,10030094,,10101 S 1ST ST,Austin,TX,30.155985,-97.800164
147361,20141412011,5/21/2014,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",33162347: 20141412011,F,White,VICTIM/ARRE,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,1,3102850,10043363,,6703 SKYNOOK DR,Austin,TX,30.193579,-97.781323
152879,20142961068,10/23/2014,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,85000981: 20142961068,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION,CED - PRONGS-ENTER # SHOTS,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,5,3106844,10040303,,7000 BLUFF SPRINGS RD,Austin,TX,30.183727,-97.768912
145250,2014820047,3/23/2014,GE,OTHER,"IN CUSTODY, MAINTAINING CONTROL",459119219: 2014820047,F,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,15,3115542,10070511,,404 E 6TH ST,Austin,TX,30.267011,-97.739041
146364,20141061413,4/16/2014,BA,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,459109632: 20141061413,M,White,COMMITTED,EDP/MENTALLY UNSTABLE,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,MINOR INJURY,BAKER 500 REG I PATROL,-1,3116476,10073544,,403 E 15TH ST,Austin,TX,30.275797,-97.735669
153526,20143191278,11/15/2014,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459194952: 20143191278,F,White,JUV-ARRESTE,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,3,3094145,10044537,,7337 MANCHACA RD,Austin,TX,30.197451,-97.808943
145590,2014890495,3/30/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,314835394: 2014890495,F,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 600 REG IV PATROL,26,3103625,10059434,,3211 CLAWSON RD,Austin,TX,30.237786,-97.777771
153460,20143160687,11/12/2014,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458800955: 20143160687,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 200 REG I PATROL,8,3115952,10070759,,500 E 7TH ST,Austin,TX,30.267644,-97.737698
143830,2014462137,2/15/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459128059: 2014462137,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 400 REG IV PATROL,1,3104739,10048814,,200 W MOCKINGBIRD LN,Austin,TX,30.208216,-97.774995
152439,20142731893,9/30/2014,ID,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",356648014: 20142731893,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,1,3123058,10100453,,7900 RESEARCH BLVD SVRD NB,Austin,TX,30.348383,-97.713583
149219,20141611091,6/10/2014,BA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459164701: 20141611091,M,White,REC-RUN-MP,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,2,3112414,10090091,,2612 PEMBROOK TRL,Austin,TX,30.321209,-97.747475
147961,20141501939,5/30/2014,ED,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,216073001: 20141501939,F,White,COMMITTED,EDP/MENTALLY UNSTABLE,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 600 REG II PATROL,0,3132727,10116304,,12007 N LAMAR BLVD,Austin,TX,30.392618,-97.681563
145159,2014811608,3/22/2014,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,32181555: 2014811608,F,White,ARRESTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,8,3114943,10069872,,300 E 4TH ST,Austin,TX,30.265372,-97.740518
152639,20142850239,10/12/2014,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459162269: 20142850239,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,6,3115491,10070521,,400 E 6TH ST,Austin,TX,30.267056,-97.739201
148386,20141650859,6/14/2014,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,384044180: 20141650859,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HWY RESPONSE TEAM 1,6,3095632,10145975,,10900 LAKELINE MALL DR,Austin,TX,30.474349,-97.796536
150479,20142190775,8/7/2014,GE,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",123339226: 20142190775,M,White,INVOLVED,EDP/MENTALLY UNSTABLE,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,COURT SERVICES SPECIAL OPS,9,3116651,10069971,,719 E 6TH ST,Austin,TX,30.265971,-97.735288
143588,2014431859,2/13/2014,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,218760459: 2014431859,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS MISSED-ENTER # SHOTS,CED - DRIVE STUN-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,3,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,1,3115304,10115399,,10100 N CAPITAL OF TEXAS HWY SB,Austin,TX,30.390347,-97.736328
146939,20141282032,5/9/2014,ID,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,269091368: 20141282032,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS MISSED-ENTER # SHOTS,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,2,SERIOUS INJURY; COMPLAINT OF INJURY/PAIN,MINOR INJURY,IDA 400 REG I PATROL,3,3116795,10092335,,5515 WOODROW AVE,Austin,TX,30.327415,-97.733784
152947,20142990178,10/26/2014,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,174457126: 20142990178,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,1,3080312,10027675,,12136 TUMBLING CREEK TRL,Austin,TX,30.151602,-97.853299
150399,20142162096,8/5/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,161877358: 20142162096,F,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,0,3099717,10059580,,3816 S LAMAR BLVD NB,Austin,TX,30.238024,-97.790278
146381,20141121379,4/22/2014,ED,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,209191859: 20141121379,M,White,ARRESTED,,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,1,3128925,10103481,,9008 EAST DR,Austin,TX,30.356977,-97.693846
151820,20142561636,9/13/2014,DA,TRAFFIC STOP,"IN CUSTODY, MAINTAINING CONTROL",459195254: 20142561636,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 600 REG IV PATROL,0,3107800,10062428,,2200 S 5TH ST,Austin,TX,30.245536,-97.763851
144833,2014661780,3/7/2014,BA,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,16253911: 2014661780,M,White,ARRESTED,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,COMMERCIAL BURGLARY UNIT,18,3125563,10083887,,4900 MUELLER BLVD,Austin,TX,30.30245,-97.70499
152425,20142761970,10/3/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,383058504: 20142761970,M,White,COMMITTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,3,3106063,10057466,,3605 VILLA CT,Austin,TX,30.232054,-97.770227
149520,20141871975,7/6/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,33104884: 20141871975,M,White,COMMITTED,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION,CED - PRONGS-ENTER # SHOTS,,,,1,MINOR INJURY,,EDWARD 400 REG II PATROL,14,3131764,10104394,,9601 MIDDLE FISKVILLE RD,Austin,TX,30.359502,-97.68525
152081,20142630378,9/20/2014,ID,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,316277006: 20142630378,M,White,SUSPECT,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 600 REG I PATROL,1,3129209,10088323,,6003 BELFAST DR,Austin,TX,30.315477,-97.694542
149000,20141761798,6/25/2014,GE,DISPATCHED CALL,OTHER (DOCUMENT IN SUPPLEMENT),208670307: 20141761798,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,22,3114871,10070809,,605 BRAZOS ST,Austin,TX,30.268244,-97.741261
144109,2014531969,2/22/2014,AD,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,5040182: 2014531969,F,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,ADAM 600 REG II PATROL,1,3127726,10122881,,12330 METRIC BLVD,Austin,TX,30.410269,-97.696122
145709,2014911513,4/1/2014,DA,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,90442499: 2014911513,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 400 REG IV PATROL,1,3095737,10054474,,2613 JONES RD,Austin,TX,30.224926,-97.802499
152247,20142590076,9/16/2014,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,119277324: 20142590076,F,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,,BAKER 600 REG I PATROL,1,3109409,10081672,,2612 JEFFERSON ST,Austin,TX,30.298301,-97.757308
150039,20142101823,7/29/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,208470974: 20142101823,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,2,3131541,10102640,,9200 NORTH PLZ,Austin,TX,30.354464,-97.685662
141850,201410691,1/1/2014,BA,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459114135: 201410691,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,6,3117183,10073404,,615 E 15TH ST,Austin,TX,30.275174,-97.733416
146327,20141061413,4/16/2014,BA,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,459109632: 20141061413,M,White,COMMITTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 500 REG I PATROL,7,3116476,10073544,,403 E 15TH ST,Austin,TX,30.275797,-97.735669
153380,20143130171,11/9/2014,GE,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,459213234: 20143130171,F,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FINANCIAL CRIMES PROPERTY CRIMES INVEST,13,3112274,10070730,,400 NUECES ST,Austin,TX,30.268057,-97.749019
152944,20143010075,10/28/2014,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,459203089: 20143010075,M,White,VICTIM/ARRE,,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,20,3115326,10070387,,323 E 6TH ST,Austin,TX,30.26716,-97.739585
143808,2014470225,2/16/2014,BA,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,459128312: 2014470225,F,White,SUBJECT,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,0,3120531,10080327,,921 E 37TH ST,Austin,TX,30.294194,-97.722362
153283,20143060460,11/2/2014,DA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459151922: 20143060460,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,CED - DRIVE STUN-ENTER # SHOTS,,,,3,NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,DAVID 700 REG IV PATROL,1,3103640,10050800,,5112 S 1ST ST,Austin,TX,30.213609,-97.777794
143348,2014301223,1/30/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459115367: 2014301223,M,White,COMMITTED,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,4,3138830,10118548,,12501 TECH RIDGE BLVD,Austin,TX,30.398696,-97.661716
144012,2014462137,2/15/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459128059: 2014462137,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 400 REG IV PATROL,14,3104739,10048814,,200 W MOCKINGBIRD LN,Austin,TX,30.208216,-97.774995
142728,20145003218,1/21/2014,AD,WARRANT SERVICE,"IN CUSTODY, MAINTAINING CONTROL",459120315: 20145003218,M,White,OBSERV/SEEN,,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,COMMERCIAL BURGLARY UNIT,16,3116804,10123495,,4313 ACROPOLIS CT,Austin,TX,30.41307,-97.73089
150122,20142121357,7/31/2014,DA,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",458908828: 20142121357,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE DISTRICT REPS REG III PATROL,18,3109602,10068263,,1200 BARTON SPRINGS RD,Austin,TX,30.260609,-97.757093
153299,20143060460,11/2/2014,DA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459151922: 20143060460,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,0,3103640,10050800,,5112 S 1ST ST,Austin,TX,30.213609,-97.777794
144428,2014620087,3/3/2014,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,156829011: 2014620087,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,6,3115339,10070350,,325 E 6TH ST,Austin,TX,30.267138,-97.739501
153280,20143081175,11/4/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,185863773: 20143081175,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,0,3135499,10121166,,500 CANYON RIDGE DR,Austin,TX,30.403174,-97.672212
152339,20142731893,9/30/2014,ID,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,356648014: 20142731893,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,2,3123058,10100453,,7900 RESEARCH BLVD SVRD NB,Austin,TX,30.348383,-97.713583
152585,20142841619,10/11/2014,DA,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459204296: 20142841619,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ARREST REVIEW PROPERTY CRIMES INVEST,13,3105989,10069770,,2201 BARTON SPRINGS RD,Austin,TX,30.265972,-97.768288
147000,20141321233,5/12/2014,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459078460: 20141321233,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,ADAM 300 REG II PATROL,1,3125079,10118134,,11700 METRIC BLVD,Austin,TX,30.397502,-97.705021
149739,20141611986,6/11/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459164662: 20141611986,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,0,3106168,10055160,,4011 S 1ST ST,Austin,TX,30.22579,-97.769873
149742,20141901753,7/9/2014,DA,OTHER,"IN CUSTODY, MAINTAINING CONTROL",68157712: 20141901753,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHILD ABUSE VIOL CRIMES INVEST,15,3107819,10070086,,2041 LOU NEFF RD,Austin,TX,30.266582,-97.763398
152744,20142840749,10/11/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,389546269: 20142840749,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,6,3094446,10051311,,2515 COATBRIDGE DR,Austin,TX,30.216073,-97.806988
